date,expiration,ticker,underlying_price,option_type,strike,T_years,q,iv,option_price,moneyness_K_over_S,contractSize,r,r_cont
2025-03-13,2025-06-12,GOOGL,162.4179,P,129.93,0.249315,0.0,0.232622,0.1414,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,GOOGL,162.4179,P,146.18,0.249315,0.0,0.225872,1.3917,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,GOOGL,162.4179,P,162.42,0.249315,0.0,0.22,6.3446,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,GOOGL,162.4179,P,178.66,0.249315,0.0,0.21482,16.7451,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,GOOGL,162.4179,C,194.9,0.49863,0.0,0.199688,1.4991,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,GOOGL,162.4179,P,194.9,0.49863,0.0,0.199688,30.4637,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,GS,519.4265,C,415.54,0.249315,0.0,0.232622,108.2441,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,GS,519.4265,C,519.43,0.249315,0.0,0.22,25.1672,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,GS,519.4265,C,571.37,0.249315,0.0,0.21482,6.9785,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,GS,519.4265,C,623.31,0.249315,0.0,0.210197,1.2338,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,GS,519.4265,P,415.54,0.249315,0.0,0.232622,0.4524,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,GS,519.4265,P,519.43,0.249315,0.0,0.22,20.2892,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,GS,519.4265,P,571.37,0.249315,0.0,0.21482,53.5522,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,GS,519.4265,P,623.31,0.249315,0.0,0.210197,99.2594,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,GS,519.4265,C,467.48,0.49863,0.0,0.214578,69.0206,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,GS,519.4265,P,467.48,0.49863,0.0,0.214578,8.6373,0.9,100,0.0372,0.03652477
2025-03-13,2025-06-12,HD,343.1585,C,411.79,0.249315,0.0,0.210197,0.815,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,HD,343.1585,P,411.79,0.249315,0.0,0.210197,65.5765,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,HD,343.1585,C,274.53,0.49863,0.0,0.220991,74.8301,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,HD,343.1585,C,308.84,0.49863,0.0,0.214578,45.5985,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,HD,343.1585,C,343.16,0.49863,0.0,0.209,23.2513,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,HD,343.1585,C,377.47,0.49863,0.0,0.204079,9.61,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,HD,343.1585,P,274.53,0.49863,0.0,0.220991,1.247,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,HD,343.1585,P,308.84,0.49863,0.0,0.214578,5.7062,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,HD,343.1585,P,343.16,0.49863,0.0,0.209,17.0596,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,HD,343.1585,P,377.47,0.49863,0.0,0.204079,37.1091,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,HON,204.5744,C,163.66,0.249315,0.0,0.232622,42.6306,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,HON,204.5744,C,184.12,0.249315,0.0,0.225872,23.9374,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,HON,204.5744,C,204.57,0.249315,0.0,0.22,9.915,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,HON,204.5744,C,225.03,0.249315,0.0,0.21482,2.7489,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,HON,204.5744,P,163.66,0.249315,0.0,0.232622,0.1782,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,HON,204.5744,P,184.12,0.249315,0.0,0.225872,1.7526,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,HON,204.5744,P,204.57,0.249315,0.0,0.22,7.988,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,HON,204.5744,P,225.03,0.249315,0.0,0.21482,21.0897,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,HON,204.5744,C,245.49,0.49863,0.0,0.199688,1.8879,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,HON,204.5744,P,245.49,0.49863,0.0,0.199688,38.373,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,JNJ,160.427,C,192.51,0.249315,0.0,0.210197,0.3811,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,JNJ,160.427,P,192.51,0.249315,0.0,0.210197,30.6549,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,JNJ,160.427,C,128.34,0.49863,0.0,0.220991,34.986,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,JNJ,160.427,C,144.38,0.49863,0.0,0.214578,21.3197,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,JNJ,160.427,C,160.43,0.49863,0.0,0.209,10.8689,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,JNJ,160.427,C,176.47,0.49863,0.0,0.204079,4.4921,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,JNJ,160.427,P,128.34,0.49863,0.0,0.220991,0.5828,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,JNJ,160.427,P,144.38,0.49863,0.0,0.214578,2.667,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,JNJ,160.427,P,160.43,0.49863,0.0,0.209,7.9765,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,JNJ,160.427,P,176.47,0.49863,0.0,0.204079,17.3502,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,JPM,222.7384,C,178.19,0.249315,0.031026,0.232622,44.7373,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,JPM,222.7384,C,200.46,0.249315,0.031026,0.225872,24.609,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,JPM,222.7384,C,245.01,0.249315,0.031026,0.21482,2.6207,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,JPM,222.7384,C,267.29,0.249315,0.031026,0.210197,0.4406,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,JPM,222.7384,P,178.19,0.249315,0.031026,0.232622,0.2306,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,JPM,222.7384,P,200.46,0.249315,0.031026,0.225872,2.1629,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,JPM,222.7384,P,245.01,0.249315,0.031026,0.21482,24.306,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,JPM,222.7384,P,267.29,0.249315,0.031026,0.210197,44.1965,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,JPM,222.7384,C,222.74,0.49863,0.031026,0.209,13.1852,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,JPM,222.7384,P,222.74,0.49863,0.031026,0.209,12.5862,1.0,100,0.0372,0.03652477
2025-03-13,2025-06-12,KO,68.0998,C,54.48,0.249315,0.0,0.232622,14.1912,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,KO,68.0998,C,68.1,0.249315,0.0,0.22,3.2997,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,KO,68.0998,C,74.91,0.249315,0.0,0.21482,0.9149,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,KO,68.0998,P,54.48,0.249315,0.0,0.232622,0.0593,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,KO,68.0998,P,68.1,0.249315,0.0,0.22,2.6599,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,KO,68.0998,P,74.91,0.249315,0.0,0.21482,7.0211,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,KO,68.0998,C,61.29,0.49863,0.0,0.214578,9.0485,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,KO,68.0998,C,81.72,0.49863,0.0,0.199688,0.6284,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,KO,68.0998,P,61.29,0.49863,0.0,0.214578,1.1325,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,KO,68.0998,P,81.72,0.49863,0.0,0.199688,12.7738,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,LIN,450.3825,C,360.31,0.249315,0.0,0.232622,93.8511,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,LIN,450.3825,P,360.31,0.249315,0.0,0.232622,0.3924,0.8,100,0.0386,0.03787365
2025-03-13,2025-09-11,LIN,450.3825,C,405.34,0.49863,0.0,0.214578,59.8468,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,LIN,450.3825,C,450.38,0.49863,0.0,0.209,30.5187,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,LIN,450.3825,C,495.42,0.49863,0.0,0.204079,12.6114,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,LIN,450.3825,C,540.46,0.49863,0.0,0.199688,4.1563,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,LIN,450.3825,P,405.34,0.49863,0.0,0.214578,7.489,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,LIN,450.3825,P,450.38,0.49863,0.0,0.209,22.388,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,LIN,450.3825,P,495.42,0.49863,0.0,0.204079,48.7078,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,LIN,450.3825,P,540.46,0.49863,0.0,0.199688,84.4799,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,MCD,294.1522,C,235.32,0.249315,0.0,0.232622,61.2999,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,MCD,294.1522,C,294.15,0.249315,0.0,0.22,14.2544,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,MCD,294.1522,C,323.57,0.249315,0.0,0.21482,3.9515,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,MCD,294.1522,C,352.98,0.249315,0.0,0.210197,0.6988,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,MCD,294.1522,P,235.32,0.249315,0.0,0.232622,0.2562,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,MCD,294.1522,P,294.15,0.249315,0.0,0.22,11.4878,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,MCD,294.1522,P,323.57,0.249315,0.0,0.21482,30.3284,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,MCD,294.1522,P,352.98,0.249315,0.0,0.210197,56.2092,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,MCD,294.1522,C,264.74,0.49863,0.0,0.214578,39.0826,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,MCD,294.1522,P,264.74,0.49863,0.0,0.214578,4.8925,0.9,100,0.0372,0.03652477
2025-03-13,2025-06-12,META,589.2636,C,648.19,0.249315,0.0,0.21482,7.9169,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,META,589.2636,P,648.19,0.249315,0.0,0.21482,60.7516,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,META,589.2636,C,471.41,0.49863,0.0,0.220991,128.5023,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,META,589.2636,C,530.34,0.49863,0.0,0.214578,78.2951,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,META,589.2636,C,589.26,0.49863,0.0,0.209,39.9298,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,META,589.2636,C,707.12,0.49863,0.0,0.199688,5.4377,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,META,589.2636,P,471.41,0.49863,0.0,0.220991,2.1409,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,META,589.2636,P,530.34,0.49863,0.0,0.214578,9.8002,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,META,589.2636,P,589.26,0.49863,0.0,0.209,29.2915,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,META,589.2636,P,707.12,0.49863,0.0,0.199688,110.5323,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,MRK,92.0586,C,92.06,0.249315,0.0,0.22,4.46,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,MRK,92.0586,C,110.47,0.249315,0.0,0.210197,0.2187,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,MRK,92.0586,P,92.06,0.249315,0.0,0.22,3.5962,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,MRK,92.0586,P,110.47,0.249315,0.0,0.210197,17.5918,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,MRK,92.0586,C,73.65,0.49863,0.0,0.220991,20.0725,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,MRK,92.0586,C,82.85,0.49863,0.0,0.214578,12.2342,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,MRK,92.0586,C,101.26,0.49863,0.0,0.204079,2.5789,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,MRK,92.0586,P,73.65,0.49863,0.0,0.220991,0.3347,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,MRK,92.0586,P,82.85,0.49863,0.0,0.214578,1.5303,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,MRK,92.0586,P,101.26,0.49863,0.0,0.204079,9.9528,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,MSFT,377.4554,C,301.96,0.249315,0.005033,0.232622,78.198,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,MSFT,377.4554,C,339.71,0.249315,0.005033,0.225872,43.765,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,MSFT,377.4554,C,377.46,0.249315,0.005033,0.22,18.0254,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,MSFT,377.4554,C,452.95,0.249315,0.005033,0.210197,0.8704,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,MSFT,377.4554,P,301.96,0.249315,0.005033,0.232622,0.3381,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,MSFT,377.4554,P,339.71,0.249315,0.005033,0.225872,3.3003,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,MSFT,377.4554,P,377.46,0.249315,0.005033,0.22,14.9559,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,MSFT,377.4554,P,452.95,0.249315,0.005033,0.210197,72.5815,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,MSFT,377.4554,C,415.2,0.49863,0.005033,0.204079,10.268,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,MSFT,377.4554,P,415.2,0.49863,0.005033,0.204079,41.4653,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,NEE,71.5926,C,57.27,0.249315,0.0,0.232622,14.9231,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,NEE,71.5926,C,71.59,0.249315,0.0,0.22,3.4704,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,NEE,71.5926,C,78.75,0.249315,0.0,0.21482,0.9622,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,NEE,71.5926,P,57.27,0.249315,0.0,0.232622,0.0623,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,NEE,71.5926,P,71.59,0.249315,0.0,0.22,2.795,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,NEE,71.5926,P,78.75,0.249315,0.0,0.21482,7.3795,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,NEE,71.5926,C,64.43,0.49863,0.0,0.214578,9.5153,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,NEE,71.5926,C,85.91,0.49863,0.0,0.199688,0.6608,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,NEE,71.5926,P,64.43,0.49863,0.0,0.214578,1.1898,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,NEE,71.5926,P,85.91,0.49863,0.0,0.199688,13.4278,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,NFLX,890.17,C,712.14,0.249315,0.0,0.232622,185.4982,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,NFLX,890.17,P,712.14,0.249315,0.0,0.232622,0.7755,0.8,100,0.0386,0.03787365
2025-03-13,2025-09-11,NFLX,890.17,C,801.15,0.49863,0.0,0.214578,118.2818,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,NFLX,890.17,C,890.17,0.49863,0.0,0.209,60.317,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,NFLX,890.17,C,979.19,0.49863,0.0,0.204079,24.925,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,NFLX,890.17,C,1068.2,0.49863,0.0,0.199688,8.2155,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,NFLX,890.17,P,801.15,0.49863,0.0,0.214578,14.803,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,NFLX,890.17,P,890.17,0.49863,0.0,0.209,44.2517,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,NFLX,890.17,P,979.19,0.49863,0.0,0.204079,96.273,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,NFLX,890.17,P,1068.2,0.49863,0.0,0.199688,166.9672,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,NKE,71.7874,C,57.43,0.249315,0.0,0.232622,14.9596,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,NKE,71.7874,C,64.61,0.249315,0.0,0.225872,8.3997,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,NKE,71.7874,C,78.97,0.249315,0.0,0.21482,0.9637,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,NKE,71.7874,P,57.43,0.249315,0.0,0.232622,0.0625,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,NKE,71.7874,P,64.61,0.249315,0.0,0.225872,0.6151,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,NKE,71.7874,P,78.97,0.249315,0.0,0.21482,7.4042,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,NKE,71.7874,C,71.79,0.49863,0.0,0.209,4.8629,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,NKE,71.7874,C,86.14,0.49863,0.0,0.199688,0.663,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,NKE,71.7874,P,71.79,0.49863,0.0,0.209,3.5699,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,NKE,71.7874,P,86.14,0.49863,0.0,0.199688,13.461,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,NUE,128.4359,C,115.59,0.249315,0.06921,0.225872,13.1848,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,NUE,128.4359,C,128.44,0.249315,0.06921,0.22,5.0683,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,NUE,128.4359,C,154.12,0.249315,0.06921,0.210197,0.2019,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,NUE,128.4359,P,115.59,0.249315,0.06921,0.225872,1.4497,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,NUE,128.4359,P,128.44,0.249315,0.06921,0.22,6.0624,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,NUE,128.4359,P,154.12,0.249315,0.06921,0.210197,26.6347,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,NUE,128.4359,C,102.75,0.49863,0.06921,0.220991,23.9349,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,NUE,128.4359,C,141.28,0.49863,0.06921,0.204079,2.3731,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,NUE,128.4359,P,102.75,0.49863,0.06921,0.220991,0.7513,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,NUE,128.4359,P,141.28,0.49863,0.06921,0.204079,17.0241,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,NVDA,115.5655,C,92.45,0.249315,0.02006,0.232622,23.5203,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,NVDA,115.5655,C,104.01,0.249315,0.02006,0.225872,13.0308,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,NVDA,115.5655,C,115.57,0.249315,0.02006,0.22,5.2822,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,NVDA,115.5655,C,127.12,0.249315,0.02006,0.21482,1.4258,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,NVDA,115.5655,P,92.45,0.249315,0.02006,0.232622,0.1126,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,NVDA,115.5655,P,104.01,0.249315,0.02006,0.225872,1.0744,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,NVDA,115.5655,P,115.57,0.249315,0.02006,0.22,4.7771,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,NVDA,115.5655,P,127.12,0.249315,0.02006,0.21482,12.3622,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,NVDA,115.5655,C,138.68,0.49863,0.02006,0.199688,0.9174,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,NVDA,115.5655,P,138.68,0.49863,0.02006,0.199688,22.6793,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,O,54.3099,C,43.45,0.249315,0.054369,0.232622,10.601,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,O,54.3099,C,54.31,0.249315,0.054369,0.22,2.2428,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,O,54.3099,C,59.74,0.249315,0.054369,0.21482,0.5769,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,O,54.3099,P,43.45,0.249315,0.054369,0.232622,0.064,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,O,54.3099,P,54.31,0.249315,0.054369,0.22,2.4638,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,O,54.3099,P,59.74,0.249315,0.054369,0.21482,6.1768,1.1,100,0.0386,0.03787365
2025-03-13,2025-09-11,O,54.3099,C,48.88,0.49863,0.054369,0.214578,6.0702,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,O,54.3099,C,65.17,0.49863,0.054369,0.199688,0.3306,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,O,54.3099,P,48.88,0.49863,0.054369,0.214578,1.2107,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,O,54.3099,P,65.17,0.49863,0.054369,0.199688,11.4671,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,ORCL,146.8195,C,117.46,0.249315,0.014412,0.232622,30.0756,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,ORCL,146.8195,C,146.82,0.249315,0.014412,0.22,6.8246,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,ORCL,146.8195,P,117.46,0.249315,0.014412,0.232622,0.1388,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,ORCL,146.8195,P,146.82,0.249315,0.014412,0.22,5.9718,1.0,100,0.0386,0.03787365
2025-03-13,2025-09-11,ORCL,146.8195,C,132.14,0.49863,0.014412,0.214578,18.6579,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,ORCL,146.8195,C,161.5,0.49863,0.014412,0.204079,3.7826,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,ORCL,146.8195,C,176.18,0.49863,0.014412,0.199688,1.2169,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,ORCL,146.8195,P,132.14,0.49863,0.014412,0.214578,2.6449,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,ORCL,146.8195,P,161.5,0.49863,0.014412,0.204079,16.5997,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,ORCL,146.8195,P,176.18,0.49863,0.014412,0.199688,28.4491,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,PEP,145.3085,C,116.25,0.249315,0.0,0.232622,30.2777,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,PEP,145.3085,C,130.78,0.249315,0.0,0.225872,17.0025,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,PEP,145.3085,C,174.37,0.249315,0.0,0.210197,0.3451,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,PEP,145.3085,P,116.25,0.249315,0.0,0.232622,0.1267,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,PEP,145.3085,P,130.78,0.249315,0.0,0.225872,1.2449,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,PEP,145.3085,P,174.37,0.249315,0.0,0.210197,27.7678,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,PEP,145.3085,C,145.31,0.49863,0.0,0.209,9.8452,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,PEP,145.3085,C,159.84,0.49863,0.0,0.204079,4.0686,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,PEP,145.3085,P,145.31,0.49863,0.0,0.209,7.2242,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,PEP,145.3085,P,159.84,0.49863,0.0,0.204079,15.7154,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,PFE,24.6947,C,22.23,0.249315,0.0,0.225872,2.8859,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,PFE,24.6947,C,27.16,0.249315,0.0,0.21482,0.3326,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,PFE,24.6947,C,29.63,0.249315,0.0,0.210197,0.0588,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,PFE,24.6947,P,22.23,0.249315,0.0,0.225872,0.2123,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,PFE,24.6947,P,27.16,0.249315,0.0,0.21482,2.5427,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,PFE,24.6947,P,29.63,0.249315,0.0,0.210197,4.7157,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,PFE,24.6947,C,19.76,0.49863,0.0,0.220991,5.3813,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,PFE,24.6947,C,24.69,0.49863,0.0,0.209,1.6757,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,PFE,24.6947,P,19.76,0.49863,0.0,0.220991,0.09,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,PFE,24.6947,P,24.69,0.49863,0.0,0.209,1.2254,1.0,100,0.0372,0.03652477
2025-03-13,2025-06-12,PG,166.4076,C,133.13,0.249315,0.068611,0.232622,31.918,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,PG,166.4076,C,166.41,0.249315,0.068611,0.22,6.58,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,PG,166.4076,C,199.69,0.249315,0.068611,0.210197,0.2624,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,PG,166.4076,P,133.13,0.249315,0.068611,0.232622,0.2116,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,PG,166.4076,P,166.41,0.249315,0.068611,0.22,7.8408,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,PG,166.4076,P,199.69,0.249315,0.068611,0.210197,34.4904,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,PG,166.4076,C,149.77,0.49863,0.068611,0.214578,17.7348,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,PG,166.4076,C,183.05,0.49863,0.068611,0.204079,3.0861,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,PG,166.4076,P,149.77,0.49863,0.068611,0.214578,3.991,0.9,100,0.0372,0.03652477
